Trait	nSNP	overall_p	mscomp	File_ID	First_Author	Year	Reference	Trait_ID_2.0	Trait_long	Trait_class	N0	N1	N	Chip	Population	Collection	sig_overall
20002_1162_PanUKBB_PanUKBBR1_1	566	0.0852464363579877	PC11 (2e-02)	20002_1162_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1162	cholelithiasis/gall stones (UKBB)	OTH	428789	7884	436673		Trans-ethnic (AFR,CSA,EUR)	PanUKBB	No
20002_1163_Neale_UKBB_1	558	0.0550080076867925	PC2 (2e-02)	20002_1163_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1163	cholecystitis (UKBB)	OTH	360760	381	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1163_PanUKBB_PanUKBBR1_1	566	0.0180702726028549	PC6 (1e-02)	20002_1163_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1163	cholecystitis (UKBB)	OTH	420053	468	420521		European (EUR)	PanUKBB	No
20002_1165_Neale_UKBB_1	558	0.118983459762627	PC2 (2e-02)	20002_1165_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1165	pancreatitis (UKBB)	OTH	360364	777	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1165_PanUKBB_PanUKBBR1_1	566	0.00866384795911762	PC2 (3e-03)	20002_1165_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1165	pancreatitis (UKBB)	OTH	419558	1015	420573		European (EUR)	PanUKBB	No
20002_1190_Neale_UKBB_1	558	0.424716775549725	PC8 (2e-02)	20002_1190_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1190	peritonitis (UKBB)	OTH	359880	1261	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1190_PanUKBB_PanUKBBR1_1	566	0.4759940223349	PC13 (1e-01)	20002_1190_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1190	peritonitis (UKBB)	OTH	419048	1561	420609		European (EUR)	PanUKBB	No
20002_1191_Neale_UKBB_1	558	0.448659457336124	PC5 (4e-02)	20002_1191_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1191	gastrointestinal bleeding (UKBB)	OTH	360999	142	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1191_PanUKBB_PanUKBBR1_1	566	0.159710522947921	PC5 (3e-03)	20002_1191_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1191	gastrointestinal bleeding (UKBB)	OTH	420326	173	420499		European (EUR)	PanUKBB	No
20002_1192_Neale_UKBB_1	558	0.640691541582616	PC7 (7e-02)	20002_1192_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1192	renal/kidney failure (UKBB)	OTH	360970	171	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1192_PanUKBB_PanUKBBR1_1	566	0.833513370958585	PC8 (4e-02)	20002_1192_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1192	renal/kidney failure (UKBB)	OTH	420284	222	420506		European (EUR)	PanUKBB	No
20002_1193_Neale_UKBB_1	558	0.9152785021498	PC1 (1e-01)	20002_1193_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1193	renal failure requiring dialysis (UKBB)	OTH	360960	181	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1193_PanUKBB_PanUKBBR1_1	566	0.891250665312758	PC3 (1e-01)	20002_1193_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1193	renal failure requiring dialysis (UKBB)	OTH	420267	250	420517		European (EUR)	PanUKBB	No
20002_1194_Neale_UKBB_1	558	0.255158824524905	PC12 (4e-02)	20002_1194_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1194	renal failure not requiring dialysis (UKBB)	OTH	360846	295	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1194_PanUKBB_PanUKBBR1_1	566	0.088667127577084	PC12 (2e-02)	20002_1194_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1194	renal failure not requiring dialysis (UKBB)	OTH	420152	382	420534		European (EUR)	PanUKBB	No
20002_1196_Neale_UKBB_1	558	0.497093623562442	PC5 (8e-02)	20002_1196_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1196	urinary tract infection/kidney infection (UKBB)	INF	359443	1698	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1196_PanUKBB_PanUKBBR1_1	566	0.328256781563067	PC5 (2e-02)	20002_1196_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1196	urinary tract infection/kidney infection (UKBB)	INF	418513	2235	420748		European (EUR)	PanUKBB	No
20002_1197_Neale_UKBB_1	558	0.220520265124154	PC5 (2e-02)	20002_1197_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1197	kidney stone/ureter stone/bladder stone (UKBB)	OTH	358278	2863	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1197_PanUKBB_PanUKBBR1_1	566	0.167145823552299	PC5 (1e-02)	20002_1197_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1197	kidney stone/ureter stone/bladder stone (UKBB)	OTH	426018	3719	429737		Trans-ethnic (CSA,EUR)	PanUKBB	No
20002_1200_Neale_UKBB_1	558	0.526757556457681	PC2 (4e-02)	20002_1200_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1200	ureteric obstruction/hydronephrosis (UKBB)	OTH	360888	253	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1200_PanUKBB_PanUKBBR1_1	566	0.325513266141915	PC2 (6e-02)	20002_1200_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1200	ureteric obstruction/hydronephrosis (UKBB)	OTH	420190	311	420501		European (EUR)	PanUKBB	No
20002_1201_Neale_UKBB_1	558	0.0859991182782722	PC2 (6e-04)	20002_1201_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1201	bladder problem (not cancer) (UKBB)	OTH	359001	2140	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1201_PanUKBB_PanUKBBR1_1	566	0.273036892730243	PC2 (3e-03)	20002_1201_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1201	bladder problem (not cancer) (UKBB)	OTH	417931	2857	420788		European (EUR)	PanUKBB	No
20002_1202_Neale_UKBB_1	558	0.223862193921695	PC7 (5e-03)	20002_1202_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1202	urinary frequency / incontinence (UKBB)	OTH	359889	1252	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1202_PanUKBB_PanUKBBR1_1	566	0.54647110085221	PC7 (4e-02)	20002_1202_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1202	urinary frequency / incontinence (UKBB)	OTH	418994	1710	420704		European (EUR)	PanUKBB	No
20002_1220_Neale_UKBB_1	558	5.39528416868069e-11	PC4 (2e-07)	20002_1220_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1220	diabetes (UKBB)	OTH	347027	14114	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	Yes
20002_1220_PanUKBB_PanUKBBR1_1	566	4.9683640111805e-11	PC4 (6e-06)	20002_1220_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1220	diabetes (UKBB)	OTH	421391	20779	442170		Trans-ethnic (AFR,CSA,EAS,EUR,MID)	PanUKBB	Yes
20002_1222_Neale_UKBB_1	558	5.67946360051094e-09	PC8 (5e-05)	20002_1222_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1222	type 1 diabetes (UKBB)	IMD	360823	318	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	Yes
20002_1222_PanUKBB_PanUKBBR1_1	566	3.18757672821319e-08	PC3 (5e-05)	20002_1222_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1222	type 1 diabetes (UKBB)	IMD	420110	420	420530		European (EUR)	PanUKBB	Yes
20002_1223_Neale_UKBB_1	558	0.155302103486544	PC1 (6e-03)	20002_1223_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1223	type 2 diabetes (UKBB)	OTH	358849	2292	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1223_PanUKBB_PanUKBBR1_1	566	0.164306436066616	PC1 (5e-03)	20002_1223_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1223	type 2 diabetes (UKBB)	OTH	433013	3260	436273		Trans-ethnic (AFR,CSA,EUR)	PanUKBB	No
20002_1224_Neale_UKBB_1	558	0.536378233097249	PC13 (1e-01)	20002_1224_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1224	thyroid problem (not cancer) (UKBB)	OTH	360182	959	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1224_PanUKBB_PanUKBBR1_1	566	0.273635523180901	PC13 (2e-02)	20002_1224_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1224	thyroid problem (not cancer) (UKBB)	OTH	419391	1268	420659		European (EUR)	PanUKBB	No
20002_1225_Neale_UKBB_1	558	5.46727967460416e-40	PC1 (3e-18)	20002_1225_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1225	hyperthyroidism/thyrotoxicosis (UKBB)	OTH	358411	2730	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	Yes
20002_1225_PanUKBB_PanUKBBR1_1	566	1.22304131991925e-50	PC1 (3e-21)	20002_1225_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1225	hyperthyroidism/thyrotoxicosis (UKBB)	OTH	432615	3727	436342		Trans-ethnic (AFR,CSA,EUR)	PanUKBB	Yes
20002_1226_Neale_UKBB_1	558	0	PC1 (2e-135)	20002_1226_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1226	hypothyroidism/myxoedema (UKBB)	OTH	343567	17574	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	Yes
20002_1226_PanUKBB_PanUKBBR1_1	566	0	PC1 (5e-147)	20002_1226_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1226	hypothyroidism/myxoedema (UKBB)	OTH	414705	23448	438153		Trans-ethnic (AFR,CSA,EUR)	PanUKBB	Yes
20002_1229_Neale_UKBB_1	558	0.253527797905042	PC6 (1e-02)	20002_1229_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1229	parathyroid gland problem (not cancer) (UKBB)	OTH	361016	125	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1229_PanUKBB_PanUKBBR1_1	566	0.225117964789384	PC6 (9e-03)	20002_1229_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1229	parathyroid gland problem (not cancer) (UKBB)	OTH	420332	160	420492		European (EUR)	PanUKBB	No
20002_1230_PanUKBB_PanUKBBR1_1	566	0.27956518992676	PC9 (4e-02)	20002_1230_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1230	parathyroid hyperplasia/adenoma (UKBB)	CAN	420370	116	420486		European (EUR)	PanUKBB	No
20002_1234_Neale_UKBB_1	558	0.000140657565525874	PC1 (4e-03)	20002_1234_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1234	adrenocortical insufficiency/addison's disease (UKBB)	IMD	360983	158	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	Yes
20002_1234_PanUKBB_PanUKBBR1_1	566	0.000212792463728426	PC3 (2e-03)	20002_1234_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1234	adrenocortical insufficiency/addison's disease (UKBB)	IMD	420310	178	420488		European (EUR)	PanUKBB	Yes
20002_1238_Neale_UKBB_1	558	0.406271354339419	PC13 (3e-02)	20002_1238_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1238	pituitary adenoma/tumour (UKBB)	CAN	360904	237	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1238_PanUKBB_PanUKBBR1_1	566	0.30366920562848	PC10 (5e-03)	20002_1238_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1238	pituitary adenoma/tumour (UKBB)	CAN	420199	325	420524		European (EUR)	PanUKBB	No
20002_1240_Neale_UKBB_1	558	0.2261569222086	PC1 (1e-02)	20002_1240_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1240	neurological injury/trauma (UKBB)	OTH	361037	104	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1240_PanUKBB_PanUKBBR1_1	566	0.238804119914533	PC1 (3e-02)	20002_1240_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1240	neurological injury/trauma (UKBB)	OTH	420365	118	420483		European (EUR)	PanUKBB	No
20002_1242_Neale_UKBB_1	558	0.372836834162692	PC12 (6e-02)	20002_1242_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1242	eye/eyelid problem (UKBB)	OTH	358301	2840	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1242_PanUKBB_PanUKBBR1_1	566	0.306543840477931	PC2 (3e-02)	20002_1242_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1242	eye/eyelid problem (UKBB)	OTH	417155	3760	420915		European (EUR)	PanUKBB	No
20002_1243_Neale_UKBB_1	558	0.235665952829542	PC6 (9e-02)	20002_1243_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1243	psychological/psychiatric problem (UKBB)	PSD	360778	363	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1243_PanUKBB_PanUKBBR1_1	566	0.404533424999775	PC6 (4e-02)	20002_1243_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1243	psychological/psychiatric problem (UKBB)	PSD	420075	465	420540		European (EUR)	PanUKBB	No
20002_1246_Neale_UKBB_1	558	0.124524794627338	PC4 (3e-02)	20002_1246_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1246	encephalitis (UKBB)	INF	360903	238	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1246_PanUKBB_PanUKBBR1_1	566	0.723566963780053	PC11 (2e-01)	20002_1246_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1246	encephalitis (UKBB)	INF	420201	299	420500		European (EUR)	PanUKBB	No
20002_1247_Neale_UKBB_1	558	0.777320981259601	PC5 (1e-01)	20002_1247_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1247	meningitis (UKBB)	INF	359626	1515	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1247_PanUKBB_PanUKBBR1_1	566	0.33130042398897	PC5 (8e-02)	20002_1247_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1247	meningitis (UKBB)	INF	418712	1926	420638		European (EUR)	PanUKBB	No
20002_1249_Neale_UKBB_1	558	0.826200431228343	PC3 (1e-01)	20002_1249_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1249	cranial nerve problem/palsy (UKBB)	OTH	360909	232	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1249_PanUKBB_PanUKBBR1_1	566	0.991729937948665	PC3 (3e-01)	20002_1249_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1249	cranial nerve problem/palsy (UKBB)	OTH	420224	268	420492		European (EUR)	PanUKBB	No
20002_1250_Neale_UKBB_1	558	0.800867012584419	PC2 (1e-01)	20002_1250_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1250	bell's palsy/facial nerve palsy (UKBB)	OTH	360783	358	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1250_PanUKBB_PanUKBBR1_1	566	0.66129867882938	PC1 (1e-01)	20002_1250_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1250	bell's palsy/facial nerve palsy (UKBB)	OTH	420068	479	420547		European (EUR)	PanUKBB	No
20002_1251_Neale_UKBB_1	558	0.243122207571634	PC10 (3e-02)	20002_1251_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1251	spinal cord disorder (UKBB)	OTH	360779	362	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1251_PanUKBB_PanUKBBR1_1	566	0.262188635992745	PC6 (7e-02)	20002_1251_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1251	spinal cord disorder (UKBB)	OTH	420058	467	420525		European (EUR)	PanUKBB	No
20002_1254_Neale_UKBB_1	558	0.608371716069308	PC12 (8e-02)	20002_1254_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1254	peripheral nerve disorder (UKBB)	OTH	360935	206	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1254_PanUKBB_PanUKBBR1_1	566	0.188973326723692	PC8 (6e-02)	20002_1254_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1254	peripheral nerve disorder (UKBB)	OTH	420249	245	420494		European (EUR)	PanUKBB	No
20002_1255_Neale_UKBB_1	558	0.651621778289702	PC4 (4e-02)	20002_1255_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1255	peripheral neuropathy (UKBB)	OTH	360621	520	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1255_PanUKBB_PanUKBBR1_1	566	0.784927594259776	PC1 (1e-01)	20002_1255_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1255	peripheral neuropathy (UKBB)	OTH	419892	630	420522		European (EUR)	PanUKBB	No
20002_1256_Neale_UKBB_1	558	0.960131084066435	PC4 (1e-01)	20002_1256_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1256	acute infective polyneuritis/guillain-barre syndrome (UKBB)	IMD	360971	170	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1256_PanUKBB_PanUKBBR1_1	566	0.741907898315196	PC4 (5e-02)	20002_1256_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1256	acute infective polyneuritis/guillain-barre syndrome (UKBB)	IMD	420299	191	420490		European (EUR)	PanUKBB	No
20002_1257_Neale_UKBB_1	558	0.868031285960076	PC2 (3e-02)	20002_1257_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1257	trapped nerve/compressed nerve (UKBB)	OTH	360068	1073	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1257_PanUKBB_PanUKBBR1_1	566	0.898726609357253	PC2 (5e-02)	20002_1257_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1257	trapped nerve/compressed nerve (UKBB)	OTH	419234	1401	420635		European (EUR)	PanUKBB	No
20002_1258_Neale_UKBB_1	558	0.966417318301385	PC8 (1e-01)	20002_1258_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1258	chronic/degenerative neurological problem (UKBB)	OTH	361017	124	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1258_PanUKBB_PanUKBBR1_1	566	0.922315734317268	PC8 (1e-01)	20002_1258_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1258	chronic/degenerative neurological problem (UKBB)	OTH	420325	166	420491		European (EUR)	PanUKBB	No
20002_1261_Neale_UKBB_1	558	1.60350401695793e-29	PC6 (2e-10)	20002_1261_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1261	multiple sclerosis (UKBB)	IMD	359815	1326	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	Yes
20002_1261_PanUKBB_PanUKBBR1_1	566	3.16619431144668e-33	PC12 (2e-11)	20002_1261_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1261	multiple sclerosis (UKBB)	IMD	418938	1689	420627		European (EUR)	PanUKBB	Yes
20002_1262_Neale_UKBB_1	558	0.809344152087367	PC7 (7e-02)	20002_1262_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1262	parkinsons disease (UKBB)	PSD	360489	652	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1262_PanUKBB_PanUKBBR1_1	566	0.628964386811902	PC13 (8e-02)	20002_1262_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1262	parkinsons disease (UKBB)	PSD	419728	822	420550		European (EUR)	PanUKBB	No
20002_1263_PanUKBB_PanUKBBR1_1	566	0.867042863712358	PC1 (1e-01)	20002_1263_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1263	dementia/alzheimers/cognitive impairment (UKBB)	PSD	420369	114	420483		European (EUR)	PanUKBB	No
20002_1264_Neale_UKBB_1	558	0.693332869714645	PC7 (7e-02)	20002_1264_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1264	epilepsy (UKBB)	PSD	358126	3015	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1264_PanUKBB_PanUKBBR1_1	566	0.522663488008936	PC7 (3e-02)	20002_1264_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1264	epilepsy (UKBB)	PSD	416973	3899	420872		European (EUR)	PanUKBB	No
20002_1265_Neale_UKBB_1	558	0.242677109377025	PC11 (2e-02)	20002_1265_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1265	migraine (UKBB)	PSD	350494	10647	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1265_PanUKBB_PanUKBBR1_1	566	0.222949271257962	PC11 (5e-02)	20002_1265_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1265	migraine (UKBB)	PSD	423252	13975	437227		Trans-ethnic (AFR,CSA,EUR)	PanUKBB	No
20002_1266_Neale_UKBB_1	558	0.327219718427779	PC4 (6e-03)	20002_1266_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1266	head injury (UKBB)	OTH	359911	1230	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1266_PanUKBB_PanUKBBR1_1	566	0.728612685097308	PC4 (1e-01)	20002_1266_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1266	head injury (UKBB)	OTH	419063	1583	420646		European (EUR)	PanUKBB	No
20002_1267_Neale_UKBB_1	558	0.805149065797769	PC3 (2e-01)	20002_1267_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1267	spinal injury (UKBB)	OTH	360558	583	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1267_PanUKBB_PanUKBBR1_1	566	0.648954424288509	PC3 (2e-01)	20002_1267_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1267	spinal injury (UKBB)	OTH	419808	739	420547		European (EUR)	PanUKBB	No
20002_1274_Neale_UKBB_1	558	0.347959726828662	PC11 (3e-02)	20002_1274_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1274	eye infection (UKBB)	INF	360782	359	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1274_PanUKBB_PanUKBBR1_1	566	0.0461743386834303	PC10 (3e-03)	20002_1274_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1274	eye infection (UKBB)	INF	420070	461	420531		European (EUR)	PanUKBB	No
20002_1275_Neale_UKBB_1	558	0.458035646513949	PC11 (2e-02)	20002_1275_Neale_UKBB_1-hg38.tsv.gz	Neale	2018	UKBB	20002_1275	retinal problem (UKBB)	OTH	360510	631	361141	Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array	European (UK)	UKBB	No
20002_1275_PanUKBB_PanUKBBR1_1	566	0.61347609687077	PC11 (7e-03)	20002_1275_PanUKBB_PanUKBBR1_1-hg38.tsv.gz	PanUKBB	2020	PanUKBBR1	20002_1275	retinal problem (UKBB)	OTH	419779	791	420570		European (EUR)	PanUKBB	No
