Trait	nSNP	overall_p	mscomp	First_Author	Reference	Trait_ID_2.0	Trait_long	Trait_class	N0	N1	N	Population	Public	Label
ph527.2_PanUKBB_PanUKBBR2_1	566	0.612544590333284	PC7 (3e-02)	PanUKBB	PanUKBBR2	ph527.2	Sialoadenitis (UKBB)	IMD	413830	433	414263	European (EUR)	Y	Sialoadenitis
ph555.21_PanUKBB_PanUKBBR2_1	566	1.48309242957161e-21	PC10 (1e-10)	PanUKBB	PanUKBBR2	ph555.21	Ulcerative colitis (chronic) (UKBB)	IMD	330270	664	330934	European (EUR)	Y	Ulcerative colitis (chronic)
ph555.2_PanUKBB_PanUKBBR2_1	566	2.8939749005615e-140	PC1 (6e-47)	PanUKBB	PanUKBBR2	ph555.2	Ulcerative colitis (UKBB)	IMD	330270	3670	333940	European (EUR)	Y	Ulcerative colitis
ph555_PanUKBB_PanUKBBR2_1	566	3.10494214065004e-186	PC3 (6e-72)	PanUKBB	PanUKBBR2	ph555	Inflammatory bowel disease and other gastroenteritis and colitis (UKBB)	IMD	337505	5330	342835	Trans-ethnic (CSA,EUR)	Y	Inflammatory bowel disease and other gastroenteritis and colitis
ph557.1_PanUKBB_PanUKBBR2_1	566	6.31183849082089e-49	PC7 (1e-17)	PanUKBB	PanUKBBR2	ph557.1	Celiac disease (UKBB)	IMD	330260	2202	332462	European (EUR)	Y	Celiac disease
ph564.1_PanUKBB_PanUKBBR2_1	566	0.149457629666956	PC3 (1e-02)	PanUKBB	PanUKBBR2	ph564.1	Irritable Bowel Syndrome (UKBB)	IMD	343042	7178	350220	Trans-ethnic (AFR,CSA,EUR)	Y	Irritable Bowel Syndrome
ph571.6_PanUKBB_PanUKBBR2_1	566	1.18521051933938e-12	PC5 (3e-06)	PanUKBB	PanUKBBR2	ph571.6	Primary biliary cirrhosis (UKBB)	IMD	408402	314	408716	European (EUR)	Y	Primary biliary cirrhosis
ph575.1_PanUKBB_PanUKBBR2_1	566	0.265191619815335	PC4 (9e-03)	PanUKBB	PanUKBBR2	ph575.1	Cholangitis (UKBB)	IMD	399542	711	400253	European (EUR)	Y	Cholangitis
ph580.12_PanUKBB_PanUKBBR2_1	566	0.225737651166256	PC13 (4e-02)	PanUKBB	PanUKBBR2	ph580.12	Non-proliferative glomerulonephritis (UKBB)	IMD	401927	157	402084	European (EUR)	Y	Non-proliferative glomerulonephritis
ph580.14_PanUKBB_PanUKBBR2_1	566	0.745274724798698	PC8 (2e-01)	PanUKBB	PanUKBBR2	ph580.14	Chronic glomerulonephritis, NOS (UKBB)	IMD	401927	901	402828	European (EUR)	Y	Chronic glomerulonephritis, NOS
ph580.1_PanUKBB_PanUKBBR2_1	566	0.759307838531151	PC11 (8e-02)	PanUKBB	PanUKBBR2	ph580.1	Glomerulonephritis (UKBB)	IMD	401927	1083	403010	European (EUR)	Y	Glomerulonephritis
ph694_PanUKBB_PanUKBBR2_1	566	0.946061652585621	PC11 (2e-01)	PanUKBB	PanUKBBR2	ph694	Dyschromia and Vitiligo (UKBB)	IMD	412638	1214	413852	European (EUR)	Y	Dyschromia and Vitiligo
ph695.22_PanUKBB_PanUKBBR2_1	566	0.703304207316871	PC1 (1e-01)	PanUKBB	PanUKBBR2	ph695.22	Pemphigus and pemphigoid (UKBB)	IMD	412638	107	412745	European (EUR)	Y	Pemphigus and pemphigoid
ph695.2_PanUKBB_PanUKBBR2_1	566	0.573590066799209	PC11 (1e-02)	PanUKBB	PanUKBBR2	ph695.2	Bullous dermatoses (UKBB)	IMD	412638	166	412804	European (EUR)	Y	Bullous dermatoses
ph695.3_PanUKBB_PanUKBBR2_1	566	0.473097420472403	PC12 (1e-01)	PanUKBB	PanUKBBR2	ph695.3	Rosacea (UKBB)	IMD	412638	401	413039	European (EUR)	Y	Rosacea
ph695.41_PanUKBB_PanUKBBR2_1	566	3.88923180616463e-06	PC2 (2e-05)	PanUKBB	PanUKBBR2	ph695.41	Cutaneous lupus erythematosus (UKBB)	IMD	411160	170	411330	European (EUR)	Y	Cutaneous lupus erythematosus
ph695.42_PanUKBB_PanUKBBR2_1	566	3.89155149487378e-13	PC2 (1e-10)	PanUKBB	PanUKBBR2	ph695.42	Systemic lupus erythematosus (UKBB)	IMD	411160	412	411572	European (EUR)	Y	Systemic lupus erythematosus
ph695.4_PanUKBB_PanUKBBR2_1	566	7.17486636879007e-16	PC2 (8e-13)	PanUKBB	PanUKBBR2	ph695.4	Lupus (localized and systemic) (UKBB)	IMD	411160	506	411666	European (EUR)	Y	Lupus (localized and systemic)
ph696.41_PanUKBB_PanUKBBR2_1	566	0.140917002413536	PC13 (2e-02)	PanUKBB	PanUKBBR2	ph696.41	Psoriasis vulgaris (UKBB)	IMD	406978	301	407279	European (EUR)	Y	Psoriasis vulgaris
ph696.42_PanUKBB_PanUKBBR2_1	566	0.00231191705004576	PC5 (2e-03)	PanUKBB	PanUKBBR2	ph696.42	Psoriatic arthropathy (UKBB)	IMD	406978	887	407865	European (EUR)	Y	Psoriatic arthropathy
ph696.4_PanUKBB_PanUKBBR2_1	566	5.08988831435217e-05	PC5 (2e-06)	PanUKBB	PanUKBBR2	ph696.4	Psoriasis (UKBB)	IMD	415468	2981	418449	Trans-ethnic (CSA,EUR)	Y	Psoriasis
ph696_PanUKBB_PanUKBBR2_1	566	2.89628576225773e-05	PC5 (2e-06)	PanUKBB	PanUKBBR2	ph696	Psoriasis and related disorders (UKBB)	IMD	415468	3056	418524	Trans-ethnic (CSA,EUR)	Y	Psoriasis and related disorders
ph709.2_PanUKBB_PanUKBBR2_1	566	4.94901233600383e-06	PC2 (1e-04)	PanUKBB	PanUKBBR2	ph709.2	Sicca syndrome (UKBB)	IMD	411677	661	412338	European (EUR)	Y	Sicca syndrome
ph709.3_PanUKBB_PanUKBBR2_1	566	2.16543249236371e-07	PC2 (2e-06)	PanUKBB	PanUKBBR2	ph709.3	Systemic sclerosis (UKBB)	IMD	411677	221	411898	European (EUR)	Y	Systemic sclerosis
ph714.1_PanUKBB_PanUKBBR2_1	566	6.94067696797137e-55	PC9 (7e-16)	PanUKBB	PanUKBBR2	ph714.1	Rheumatoid arthritis (UKBB)	IMD	384993	5805	390798	Trans-ethnic (CSA,EUR)	Y	Rheumatoid arthritis
ph714_PanUKBB_PanUKBBR2_1	566	3.55299833191991e-45	PC9 (5e-12)	PanUKBB	PanUKBBR2	ph714	Rheumatoid arthritis and other inflammatory polyarthropathies (UKBB)	IMD	384993	6504	391497	Trans-ethnic (AFR,CSA,EUR)	Y	Rheumatoid arthritis and other inflammatory polyarthropathies
ph715.1_PanUKBB_PanUKBBR2_1	566	0.771017854153295	PC3 (2e-02)	PanUKBB	PanUKBBR2	ph715.1	Sacroiliitis NEC (UKBB)	IMD	371238	147	371385	European (EUR)	Y	Sacroiliitis NEC
ph715.2_PanUKBB_PanUKBBR2_1	566	0.0030883089803165	PC3 (1e-03)	PanUKBB	PanUKBBR2	ph715.2	Ankylosing spondylitis (UKBB)	IMD	371238	495	371733	European (EUR)	Y	Ankylosing spondylitis
ph715_PanUKBB_PanUKBBR2_1	566	0.86371701397895	PC11 (1e-01)	PanUKBB	PanUKBBR2	ph715	Other inflammatory spondylopathies (UKBB)	IMD	371238	2466	373704	European (EUR)	Y	Other inflammatory spondylopathies
ph770_PanUKBB_PanUKBBR2_1	566	0.624062322322149	PC3 (8e-02)	PanUKBB	PanUKBBR2	ph770	Myalgia and myositis unspecified (UKBB)	IMD	419572	959	420531	European (EUR)	Y	Myalgia and myositis unspecified (UKBB)
ph939_PanUKBB_PanUKBBR2_1	566	0.000987979300755905	PC13 (1e-03)	PanUKBB	PanUKBBR2	ph939	Atopic/contact dermatitis due to other or unspecified (UKBB)	IMD	421229	2970	424199	Trans-ethnic (CSA,EUR)	Y	Atopic/contact dermatitis due to other or unspecified
ph941_PanUKBB_PanUKBBR2_1	566	0.32210842375873	PC6 (6e-02)	PanUKBB	PanUKBBR2	ph941	Adverse reaction to serum or vaccine (UKBB)	IMD	412489	322	412811	European (EUR)	Y	Adverse reaction to serum or vaccine
ph946_PanUKBB_PanUKBBR2_1	566	0.529048201917558	PC4 (9e-02)	PanUKBB	PanUKBBR2	ph946	Anaphylactic shock NOS (UKBB)	IMD	412489	657	413146	European (EUR)	Y	Anaphylactic shock NOS
ph949_PanUKBB_PanUKBBR2_1	566	0.864066835719315	PC5 (1e-01)	PanUKBB	PanUKBBR2	ph949	Allergies, other (UKBB)	IMD	412489	490	412979	European (EUR)	Y	Allergies, other
ph960.2_PanUKBB_PanUKBBR2_1	566	4.56044880597526e-09	PC4 (8e-05)	PanUKBB	PanUKBBR2	ph960.2	Allergy/adverse effect of penicillin (UKBB)	IMD	401491	20918	422409	Trans-ethnic (CSA,EUR)	Y	Allergy/adverse effect of penicillin
ph961.1_PanUKBB_PanUKBBR2_1	566	0.0467577794129893	PC12 (7e-03)	PanUKBB	PanUKBBR2	ph961.1	Poisoning/allergy of sulfonamides (UKBB)	IMD	383239	1053	384292	European (EUR)	Y	Poisoning/allergy of sulfonamides
